Language	English
TBook_Scroll_2_8_dark_dungeon_1_0	Indent>Guano de Gremlin. Parece nojento, mas a verdade é que essa substância era extremamente valiosa na cultura Aghartiana. Ele é inflamável e queima lentamente, com uma chama azulada muito quente. Essas características fazem dela uma boa fonte de energia, e por isso seu uso era comum durante a primeira era da cidade mítica, ao menos até ser substituída por Cristais Negros mais potentes.
TBook_Scroll_2_8_dark_dungeon_1_Title	História do Cavaleiro da Irmandade
TBook_Scroll_2_8_dark_dungeon_2_0	Indent>Maldita perna quebrada. O Stefano e o Michael seguiram em frente para buscar ajuda. Estou muito contente por termos nos reunido, pois trabalhar sozinho estava sendo muito difícil. O Stefano tem uma Gema das Sombras que lhe confere habilidades extremamente poderosas, mas temo que isso esteja mudando sua personalidade. Ele desenvolveu um temperamento forte, e demonstra um prazer fora do comum ao executar seus adversários. Na verdade, eu não deveria estar reclamando. Agora que ele não está aqui, sinto-me vulnerável. Logo ele deve estar de volta... Espero.
TBook_Scroll_2_8_dark_dungeon_2_Title	História do Cavaleiro da Irmandade
TBook_Scroll_2_8_dark_dungeon_4_0	Indent>Complete a fase sem agarrar nenhum Gremlin
TBook_Scroll_2_8_dark_dungeon_4_Title	Descrição da Prova
TBook_Scroll_2_8_stone_idol_mausoleum_1_0	Indent>Ouvi as lendas sobre as Guerras Necromânticas e sobre a avançada civilização dos Aghartianos. Dizem que um dos seus Titãs de guerra descansa por estas bandas. Clamo a Deus para que o Necromante nunca encontre e comande um desses gigantes, já que eles são capazes, sozinhos, de destruir cidades inteiras. Vou revirar a cidade inteira por pistas sobre seu paradeiro e, com sorte, descobrir uma maneira de destruir essa abominação.
TBook_Scroll_2_8_stone_idol_mausoleum_1_Title	História do Cavaleiro da Irmandade
TBook_Scroll_2_8_stone_idol_mausoleum_2_0	Indent>O povo de Agharta usava as gemas carregadas de magia sombria para alimentar muitos dispositivos diferentes. Esse conhecimento ainda sobrevive nas gigantes portas de pedra que bloqueiam a entrada à câmara dos Titãs, e que podem ser abertas apenas com a energia de um Cristal Negro completo. Porém, não consigo encontrar a maneira certa para fazer isso...
TBook_Scroll_2_8_stone_idol_mausoleum_2_Extended_0	Indent>O povo de Agharta usava as gemas carregadas de magia sombria para alimentar muitos dispositivos diferentes. Esse conhecimento ainda sobrevive nas gigantes portas de pedra que bloqueiam a entrada à câmara dos Titãs, e que podem ser abertas apenas com a energia de um Cristal Negro completo. Porém, não consigo encontrar a maneira certa para fazer isso...
TBook_Scroll_2_8_stone_idol_mausoleum_2_Extended_1	.
TBook_Scroll_2_8_stone_idol_mausoleum_2_Extended_2	Bold>Solução do Quebra-cabeça
TBook_Scroll_2_8_stone_idol_mausoleum_2_Extended_3	Indent>... Descobri uma solução! Se alguém ler isto, siga meus passos: Pegue o cristal que você usou para abrir a porta anterior e coloque-o na estátua que se encontra nesta área. Depois, use os espelhos das estátuas para desenhar essa figura com o raio, e assim a porta se abrirá para você.
TBook_Scroll_2_8_stone_idol_mausoleum_2_Extended_Title	Dica do Manuscrito
TBook_Scroll_2_8_stone_idol_mausoleum_2_Title	Dica do Manuscrito
TBook_Scroll_2_8_stone_idol_mausoleum_3_0	Indent>A lendária cidade de Agharta. Uma vista impressionante, a qual nunca pensei que presenciaria. Aqui é muito perigoso: a cidade está cheia de Lycans e Lobisomens, então passei a procurar por nódulos de cristal, já que quando você coleta quatro deles, é possível criar um Cristal Negro capaz de liberar um demônio do Plano das Sombras. Isso é extremamente útil para aniquilar muitos inimigos de uma só vez.
TBook_Scroll_2_8_stone_idol_mausoleum_3_Title	História do Cavaleiro da Irmandade
TBook_Scroll_2_8_stone_idol_mausoleum_4_0	Indent>Complete a fase depois de absorver 20 Orbs Elementares de uma só vez.
TBook_Scroll_2_8_stone_idol_mausoleum_4_Title	Descrição da Prova
TBook_Scroll_2_9_stone_idol_temple_4_0	Indent>Complete a fase e derrote o Titã do Ídolo de Pedra em menos de 2 minutos
TBook_Scroll_2_9_stone_idol_temple_4_Title	Descrição da Prova
TBook_Scroll_3_0_the_gauntlet_1_0	Indent>Descobri algumas inscrições antigas nestas paredes: elas devem ter alguma relação com as runas mágicas abaixo:
TBook_Scroll_3_0_the_gauntlet_1_1	Indent>A runa Azul tem apenas uma vizinha
TBook_Scroll_3_0_the_gauntlet_1_2	Indent>Há uma runa Vermelha com uma Azul à esquerda
TBook_Scroll_3_0_the_gauntlet_1_Extended_0	Indent>Descobri algumas inscrições antigas nestas paredes: elas devem ter alguma relação com as runas mágicas abaixo:
TBook_Scroll_3_0_the_gauntlet_1_Extended_1	Indent>A runa Azul tem apenas uma vizinha
TBook_Scroll_3_0_the_gauntlet_1_Extended_2	Indent>Há uma runa Vermelha com uma Azul à esquerda
TBook_Scroll_3_0_the_gauntlet_1_Extended_3	.
TBook_Scroll_3_0_the_gauntlet_1_Extended_4	Bold>Solução do Quebra-cabeça
TBook_Scroll_3_0_the_gauntlet_1_Extended_5	Indent>Com essas duas pistas, há apenas uma resposta possível para esse enigma, começando pela esquerda: Azul, Vermelho, Vermelho. É uma pena que eu não possa mais usar magia.
TBook_Scroll_3_0_the_gauntlet_1_Extended_Title	Dica do Manuscrito
TBook_Scroll_3_0_the_gauntlet_1_Title	Dica do Manuscrito
TBook_Scroll_3_0_the_gauntlet_2_0	Indent>Esta civilização em ruínas é testemunha do maior engenho do homem. Entristece-me saber que todos os segredos que aqui residem em breve estarão perdidos, muitos deles afundados no fundo do Oceano Pelárgico. A influência do Senhor dos Lycans é forte aqui, e os Wargs, Lobisomens e Lycans vagam por todos os cantos desta terra. Preciso me movimentar rapidamente e em silêncio, tomando cuidado para não ser visto. Não descobri nada sobre o feitiço que separou o nosso mundo dos Céus, mas a cada dia que passa uma coisa fica ainda mais clara: O Senhor das Sombras precisa morrer!
TBook_Scroll_3_0_the_gauntlet_2_Title	História do Cavaleiro da Irmandade
TBook_Scroll_3_0_the_gauntlet_3_0	Indent>Na noite passada, sonhei que uma linda mulher me visitava. Ela era encantadora, hipnotizante. Ela me disse que um guerreiro estava chegando, um guerreiro que destruiria o Senhor dos Lycans, e que ela e seu povo iriam ajudá-lo. Ela era a Rainha das Fadas, e falava uma língua que eu não reconhecia, mas ainda assim eu conseguia entender todas as palavras que ela dizia. Jamais verei tamanha beleza neste mundo novamente. Se eu morrer hoje, morrerei tendo visto e vivenciado coisas que nenhum outro homem poderá ter a pretensão de tomar de mim. Então posso declarar, com alegria, que existe mesmo um 'Bolo' no fim do caminho!
TBook_Scroll_3_0_the_gauntlet_3_Title	História do Cavaleiro da Irmandade
TBook_Scroll_3_0_the_gauntlet_4_0	Indent>Complete a fase depois de matar 15 inimigos ofuscados pelas Fadas.
TBook_Scroll_3_0_the_gauntlet_4_Title	Descrição da Prova
TBook_Scroll_3_3_the_dark_lord_4_0	Indent>Complete a fase e derrote o Senhor dos Lycans sem usar energia da Magia da Luz.
TBook_Scroll_3_3_the_dark_lord_4_Title	Descrição da Prova
TBook_Scroll_4_1_fortress_1_0	Indent>Conforme temíamos, a fortaleza foi tomada pelas forças do mal. Uma criatura tenebrosa, parecida com um pássaro, fez da torre seu ninho pessoal, enquanto um monstro enorme perambula ao redor dos velhos muros do castelo, protegendo-o. Não tive notícias dos outros cavaleiros, então presumirei que o pior aconteceu e tentarei retornar à Irmandade, para informá-los de que esta passagem se voltou contra nós.
TBook_Scroll_4_1_fortress_1_Title	História do Cavaleiro da Irmandade
TBook_Scroll_4_1_fortress_2_0	Indent>Os rugidos de uma criatura terrível assombram este lugar. Até mesmo os Trolls têm medo. Lembro-me de histórias da minha infância que falavam de uma Bruxa que vivia aqui. Que Deus nos salve desse mal. Temo que a Irmandade seja destruída e que o mundo seja consumido pelas trevas. O que seria de nós?
TBook_Scroll_4_1_fortress_2_Title	História do Cavaleiro da Irmandade
TBook_Scroll_4_1_fortress_3_0	Indent>O Mal existe aqui, um mal traiçoeiro que consome a bravura dos homens. Parece que há um Ogro no castelo, à espreita. Acho incrível que histórias infantis possam se tornar realidade: lembro do meu pai lendo contos sobre essas criaturas quando eu era criança e, se não me falha a memória, elas são lentas e pesadas enquanto atacam. Para ter alguma chance na luta contra essa besta gigante, precisarei de algo que me permita correr e me movimentar rapidamente.
TBook_Scroll_4_1_fortress_3_Title	História do Cavaleiro da Irmandade
TBook_Scroll_4_1_fortress_4_0	Indent>Complete a fase e derrote o Ogro sem ser atingido por seus ataques
TBook_Scroll_4_1_fortress_4_Title	Descrição da Prova
TBook_Scroll_4_2_fortress_witch_1_0	Indent>A prova do pobre irmão Adolfus termina aqui. Tenho certeza de que ele deve estar em algum lugar no andar de baixo, mas não consigo passar por esta porta. Deve haver outra maneira de entrar, talvez descendo a montanha lá fora eu consiga... droga, algo se aproxima...
TBook_Scroll_4_2_fortress_witch_1_Title	História do Cavaleiro da Irmandade
TBook_Scroll_4_2_fortress_witch_2_0	Indent>Conheço a Lenda de Malphas, ainda assim, nunca pensei que a enfrentaria sozinho. Tenho um plano para derrotá-la: dizem que ela lança seus ovos contra você, dois quais saem crianças medonhas. Suponho que se houvesse uma forma de jogar os ovos de volta nela, seria possível impedir o nascimento dessas criaturas e fazê-la provar do próprio veneno... mas como exatamente eu poderia fazer isso?
TBook_Scroll_4_2_fortress_witch_2_Title	História do Cavaleiro da Irmandade
TBook_Scroll_4_2_fortress_witch_4_0	Indent>Complete a fase e derrote a Bruxa dos Corvos sem matar mais do que 2 de seus filhos
TBook_Scroll_4_2_fortress_witch_4_Title	Descrição da Prova
TBook_Scroll_5_1_dark_forest_1_Title	História do Cavaleiro da Irmandade
TBook_Scroll_5_1_dark_forest_1_0	Indent>Houve inúmeras aparições de Chupa-cabras nesta região. Essa criatura não é conhecida por ser mortal e maligna, mas sim por ser um estorvo. Preciso levar informações à Irmandade e aconselhar meus camaradas a pegar o máximo de Flores das Fadas que puderem. Os escritos dizem que os Chupa-cabras são fascinados por qualquer coisa que tenha relação com as Fadas, e as flores são uma boa tática para distrair essa criatura maldita enquanto se tenta recuperar qualquer coisa que elas tenham roubado.
TBook_Scroll_5_1_dark_forest_2_Title	História do Cavaleiro da Irmandade
TBook_Scroll_5_1_dark_forest_2_0	Indent>Estou guardando Cristais Negros porque eles são muito úteis em combate. Deparei-me com um velho que parecia confuso e senil, ainda assim havia algo em seus olhos, como uma inteligência aguçada. Ele dizia ser um amigo, e perguntou se eu havia encontrado as relíquias que ele havia deixado para nós. Eu disse a ele que não estava entendo. Ele disse que rezaria por mim e, de repente, saiu correndo na noite. O que ele quis dizer com relíquias?
TBook_Scroll_5_1_dark_forest_3_Title	História do Cavaleiro da Irmandade
TBook_Scroll_5_1_dark_forest_3_0	Indent>Estamos bem perto de Wygol aqui, e logo ali fica o Castelo Vampiro. É preciso procurar abrigo à noite a fim de se proteger de um possível ataque. Faz muito frio, e enviar mensagens para a Irmandade está sendo uma tarefa difícil. Na noite passada, recebi um comunicado de que nos encontraremos na Aldeia Wygol para atacar a fortaleza do Vampiro. Valha-me Deus! Tenho medo de me tornar uma daquelas criaturas chupadoras de sangue!
TBook_Scroll_5_1_dark_forest_4_0	Indent>Complete a fase recuperando suas Relíquias dos Chupa-cabras em menos de 3 minutos após o roubo
TBook_Scroll_5_1_dark_forest_4_Title	Descrição da Prova
TBook_Scroll_5_11_sewers_1_0	Indent>Há esqueletos aqui e eles são terríveis. Mas descobri seu ponto fraco. Você precisa ser paciente ao combatê-los, pois com o tempo eles vão se espatifar no chão, como se estivessem mortos. Então você deve destruir os ossos com um golpe poderoso antes que eles se juntem novamente. Você terá de lutar contra eles novamente caso perca a oportunidade.
TBook_Scroll_5_11_sewers_1_Title	História do Cavaleiro da Irmandade
TBook_Scroll_5_11_sewers_2_0	Indent>Relatório de Situação:
TBook_Scroll_5_11_sewers_2_1	.
TBook_Scroll_5_11_sewers_2_2	Indent>Conforme explicado no relatório anterior, a condição do sistema de esgotos de Wygol não permite que os Vampiros realizem um ataque contra a aldeia através dos antigos túneis. Os poucos pontos de entrada foram lacrados, e a armadilha de espinhos, apesar de estar um pouco corroída, ainda funciona perfeitamente. Para conseguir superar esses obstáculos, qualquer invasor em potencial precisaria da ajuda deste lado. Pessoalmente, não consigo imaginar um membro da Irmandade ajudando os Senhores das Trevas. De qualquer forma, não vejo mais ninguém por aqui além destes ossos empoeirados.
TBook_Scroll_5_11_sewers_2_Title	História do Cavaleiro da Irmandade
TBook_Scroll_5_11_sewers_4_0	Indent>Complete a fase depois de matar 3 Esqueletos Guerreiros sem destruir seus escudos
TBook_Scroll_5_11_sewers_4_Title	Descrição da Prova
TBook_Scroll_5_2_isolated_village_1_0	Indent>Os reforços enviados pela Irmandade devem chegar em breve, mas, mesmo assim, temo que não teremos homens o bastante para deter essas terríveis criaturas. O Irmão Frederico informa que as Fadas, se combinadas à Magia da Luz, podem ser úteis contra os demônios sugadores de sangue. O problema é: onde encontrar Fadas?
TBook_Scroll_5_2_isolated_village_1_Title	História do Cavaleiro da Irmandade
TBook_Scroll_5_2_isolated_village_2_0	Indent>Deveríamos nos reunir aqui para preparar um ataque ao castelo. Não vi ninguém ainda, então vou descansar no mausoléu esta noite. Não é seguro aqui: Ghouls e Vampiros rondam à noite em busca de almas perdidas, e não pretendo ser pego a céu aberto. Os Ghouls são um sério problema já que seu vômito é altamente venenoso e eu, no momento, tenho pouca Magia da Luz, que é a única coisa que pode neutralizar o veneno.
TBook_Scroll_5_2_isolated_village_2_Title	História do Cavaleiro da Irmandade
TBook_Scroll_5_2_isolated_village_4_0	Indent>Complete a fase sem deixar Zobek matar um único Ghoul
TBook_Scroll_5_2_isolated_village_4_Title	Descrição da Prova
TBook_Scroll_5_2_isolated_village_a_4_0	Indent>Complete a fase depois de atacar o Vampiro de Elite com sua própria lâmina por 4 vezes consecutivas
TBook_Scroll_5_2_isolated_village_a_4_Title	Descrição da Prova
TBook_Scroll_5_4_abbey_catacombs_1_0	Indent>Aquele maldito abade! Um homem de Deus, praticando uma magia infernal! De alguma forma esse dispositivo e o portal que continua me mandando de volta estão conectados, mas não consigo entender como!
TBook_Scroll_5_4_abbey_catacombs_1_Extended_0	Indent>Aquele maldito abade! Um homem de Deus, praticando uma magia infernal! De alguma forma esse dispositivo e o portal que continua me mandando de volta estão conectados, mas não consigo entender como!
TBook_Scroll_5_4_abbey_catacombs_1_Extended_1	.
TBook_Scroll_5_4_abbey_catacombs_1_Extended_2	Bold>Solução do Quebra-cabeça
TBook_Scroll_5_4_abbey_catacombs_1_Extended_3	Indent>Consegui mover o selo mágico ao redor da zona usando este mecanismo. No entanto, não consigo mantê-lo preso por tempo suficiente para chegar até o portal antes que ele volte para o lugar. Espero que alguém me ajude antes que seja tarde demais...
